peopleCd,peopleNm,peopleNmEn,repRoleNm,filmoNames
10090763,줄리오 브라초,Julio Bracho,배우,카시 디바스
10082473,패트리시아 라카,Patricia Llaca,배우,카시 디바스|파란 방
20178081,안관수,AHN Kwan-su,배우,나두야 간다
20178080,로렌스 마이클 레빈,Lawrence Michael Levine,배우,V/H/S/2: 악마를 부르는 비디오
10055583,범위,Wei Fan,배우,원 세컨드|난징! 난징!|즉일계정|빨간 버스|나에게 표창장을 줘요
10035311,샹텔 반산텐,Shantel VanSanten,배우,리멤버|인 마이 포켓|유 앤 아이
10027108,미샤 바튼,Mischa Barton,배우,미샤 버튼의 감금|악령의 캠핑카|위자 하우스|익스큐터: 더 파이널|데저티드|오퍼레이터|호프 로스트|아메리칸 비치 하우스|인투 더 다크|월드 인|어쌔신네이션|유 앤 아이|옥테인|파라노이드|러브 셀레모니|악동들
10060367,장우기,Kitty Zhang Yuqi,배우,요묘전: 레전드 오브 더 데몬 캣|항마전: 황금룡의 부활|로스트 인 더 퍼시픽|미인어|신검전설|올 어바웃 우먼
10020846,린 콜린스,Lynn Collins,배우,이스케이프 하우스|로스트 인 더 선|존 카터: 바숨 전쟁의 서막 |버츄얼 코드|버그|베니스의 상인|브리짓 존스의 일기2 : 열정과 애정
20178068,라이언 스미스,Ryan Smith,배우,시리얼 킬러가 되는 방법
10010285,데메온 클라크,Dameon Clarke,배우,시리얼 킬러가 되는 방법
20178067,리카르도 차비라,Ricardo Chavira,배우,세이빙 갓
10033742,빙 라메스,Ving Rhames,배우,"미션 임파서블: 데드 레코닝 PART ONE|F.O.E.: 에프.오.이.|마피아|세븐 빌로우|피라냐 3DD 확장판|월드 워 좀비|피라냐 3DD|피라냐|마스터 해롤드|기브 앰 헬, 말론|기프트|세이빙 갓|슈팅 갤러리|새벽의 저주|게리 올드만의 씬|언디스 퓨티드|아메리칸 트레져디"
10066474,조앤 볼랜드,Joanne Boland,배우,세이빙 갓
10018218,롭 코드리,Rob Corddry,배우,핫 텁 타임머신 2|S테이프|로어 러닝
10048510,에바 롱고리아,Eva Longoria,배우,해피 디 데이|비전스|언럭키맨|도망자 2018|베이타운 디스코|로어 러닝|내 남자친구의 죽은 여자친구를 퇴치하는 법
10063665,제이슨 빅스,Jason Biggs,배우,아메리칸 파이: 19금 동창회|로어 러닝|처음 본 그녀에게 프로포즈하기|가이 X|우디 앨런의 애니씽 엘스|아메리칸 파이 웨딩|악마같은 여자|아메리칸 파이 2|프로작 네이션|아메리칸 촌놈|보이즈 앤 걸스|아메리칸 파이
10063736,제이슨 패트릭,Jason Patric,배우,시카리오: 워 오브 건즈|사라져버린|비커밍|빅킬|컨파인스|아웃사이더|마이 시스터즈 키퍼|다운로딩 낸시|알라모|나크|스피드 2 |인코그니토|어거스트킹 |슬리퍼스 |제로니모 |러쉬
10042001,아미르 칸,Aamir Khan,배우,시크릿 슈퍼스타|당갈|피케이: 별에서 온 얼간이 감독판|피케이: 별에서 온 얼간이|더 그레이트 서커스|세 얼간이|세 얼간이 감독판|가지니|지상의 별처럼|라이징: 발라드 오브 맹갈 팬디|라간|랑길라
10040940,아신,Asin,배우,하우스풀 2 |레디|가지니
10063517,제이미 도넌,Jamie Dornan,배우,베니스 유령 살인사건|벨파스트|러브 스파이: 바브 앤 스타|와일드 마운틴 타임|싱크로닉|엔딩스 비기닝스|후드|50가지 그림자: 해방|프라이빗 워|50가지 그림자: 심연|앤트로포이드|나인스 라이프|그레이의 50가지 그림자|플라잉 홈|태양의 그림자
10087888,헤일리 허드슨,Haley Hudson,배우,더 팩트
20178063,케이티 롯츠,Caity Lotz,배우,400 데이즈|더 머쉰|더 팩트
10078889,킴벌리 닉슨,Kimberley Nixon,배우,체리밤|어펜더: 범죄와의 전쟁|이지 버츄
10016780,로버트 시한,Robert Sheehan,배우,모털 엔진|배드 사마리안|문워커스|더 로드 위딘|체리밤
10018956,루퍼트 그린트,Rupert Grint,배우,똑똑똑|문워커스|장난감이 살아있다|체리밤|대공습|해리포터와 죽음의 성물2|해리 포터와 죽음의 성물1|해리 포터와 혼혈 왕자|해리 포터와 불사조 기사단|드라이빙 레슨|해리 포터와 불의 잔|해리포터와 아즈카반의 죄수|해리포터와 비밀의 방|썬더팬츠|해리포터와 마법사의 돌
10042805,안 홍,Anh Hong,배우,우물 바닥에 비친 달빛|잃어버린 계곡|충쿠
10038860,스텝 송,Steph Song,배우,엄마의 장례식|만사가 귀찮아
10006917,나세루딘 샤,Naseeruddin Shah,배우,살육의 시간|빙 사이러스|파르자니아|몬순 웨딩
10038961,티스카 쵸프라,Tisca Chopra,배우,살육의 시간
10072004,첸 타이셍,Taisheng Chen,배우,퍼펙트 라이프|빨간 밴을 사랑한 여자|재회|세계|왕수선의 여름|해선
10041014,아그네스 키텔센,Agnes Kittelsen,배우,파이로매니악: 연쇄 방화사건|막스 마누스: 맨 오브 워
10042632,엑셀 헨니,Aksel Hennie,배우,콩고: 살인자의 이야기|제 7기사단|파이오니아|헤드헌터|막스 마누스: 맨 오브 워|누가 요니를 삽으로 때렸나|걱정 말라고 말해줘
20178048,수지 산체스,Susi Sanchez,배우,트루만|밀크 오브 소로우-슬픈 모유
20178047,마갈리 솔리에르,Magaly Solier,배우,밀크 오브 소로우-슬픈 모유
10018751,루이스 페르난도 페나,Luis Fernando Pena,배우,내 안의 사막|거리의 아이들
10013454,디에고 카타노,Diego Catano,배우,디시에르토|내 안의 사막
20178045,레드야 셰릴,Ladya Cheryl,배우,날고 싶은 눈 먼 돼지|친타에게 무슨 일이?
10047917,에르네스티나 쉬노바,Ernestina Chinova,배우,힌드미스|바그너
10028078,바바라 고에나가,Barbara Goenaga,배우,희소식
10053549,유나 유가데,Unax Ugalde,배우,"호세마리아 신부의 길|단지 키스, 맛있는 키스|희소식|로사리오|죽음의 화물선|볼베라스"
10063210,제리카 라이,Jerrica Lai,배우,판촉
10037701,수잔 테일러,Susan Traylor,배우,스와핑 클럽|브로큰 베설|더 홀
20178043,케빈 스콧 리처드슨,Kevin Scott Richardson,배우,스와핑 클럽
10009528,다니엘라 씨,Daniela Sea,배우,스와핑 클럽
10001960,곽부성,Aaron Kwok,배우,화이트 스톰3|풍재기시|무쌍|몽키킹3: 서유기 여인왕국|밀정 1930|파국:끝까지 간다|코드네임 : 콜드워|몽키킹2: 서유기 여정의 시작|메이메이 쇼핑몰의 기적|천량지전 : 새벽이 오기 전에|기항지|몽키킹: 손오공의 탄생|음모자들|침묵의 목격자|콜드 워|전성계비|백은제국|풍운 2|곽부성의 살인범|C+ 탐정|아버지와 아들|용호방|차이나 스트라이크 포스|소친친|AD2000|풍운|친니친니|낭만풍폭 |유민장원|하일정인몽|스트리트 파이팅|천장지구 2|가두패왕|초류향|반아종횡 |맹룡아호
10026993,미라 풀란,Mira Furlan,배우,순회공연|테이크 어 딥 브레스|나체촌
10081703,티호미르 스타니치,Tihomir Stanic,배우,순회공연
20178025,신소현,SHIN So-hyun,배우,낭만파 남편의 편지
20178024,헤르난 멘도자,Hernan Mendoza,배우,애프터 루시아
10079877,테사 라,Tessa Ia,배우,애프터 루시아
10039309,스티븐 딜레인,Stephen Dillane,배우,프로페서 앤 매드맨|다키스트 아워|44 인치 가슴|세비지 그레이스|골!|내 생애 최고의 경기|올랜도 블룸의 위험한 열정|킹 아더|웰컴 투 사라예보
10081008,톰 윌킨슨,Tom Wilkinson,배우,버든: 세상을 바꾸는 힘|데드 위크: 인생마감 7일전|더 타이탄|초이스|나는 부정한다|스노든|리틀 보이|언피니시드 비즈니스|제니스 웨딩|셀마|베스트 엑조틱 메리골드 호텔|유령작가|44 인치 가슴|락큰롤라|마이클 클레이튼|데디케이션|엑소시즘 오브 에밀리 로즈|세퍼레이트 라이즈|진주 귀걸이를 한 소녀|침실에서|거버니스|프리스트 
10068587,존 허트,John Hurt,배우,재키|레전드 오브 타잔|허큘리스|오직 사랑하는 이들만이 살아남는다|설국열차|라비린토스 : 미궁|내 아내의 행복한 장례식|44 인치 가슴|옥스포드 살인사건|뉴욕 아이 러브 유|아웃랜더|감춰진 전쟁|뉴 블러드|유 아 데드|터커와 플린|천국의 문|에이리언즈 원 |미드나잇 익스프레스 |릴링턴 가의 살인
10050330,오미드 압돌라히,Omid Abdollahi,배우,소년과 바다
10087335,합시아 헤지,Hafsia Herzi,배우,섹스돌|인헤리턴스|라폴로니드 : 관용의집|더 소스|프랑세즈|세상의 새벽|도주왕
10073663,카림 살레,Karim Saleh,배우,세상의 새벽|함부르크 강습소
20178000,아르멘 드지가르크하니안,Armen Dzhigarkhanyan,배우,사라진 제국
10036204,세실리아 밀로코,Cecilia Milocco,배우,분별없는 행동
10046733,얀 돌란스키,Jan Dolansky,배우,밤 올빼미|못말리는 좀비들
10091088,마르타 이소바,Martha Issova,배우,밤 올빼미
10017871,로지 트레이너,Rosie Traynor,배우,먼고 호수
10079493,탈리아 주커,Talia Zucker,배우,먼고 호수
10046755,로테 베르빅,Lotte Verbeek,배우,대탈주: 디비전 19|레프트
10049588,엘자 질버스타인,Elsa Zylberstein,배우,롤링 투 유|사랑이 이끄는 대로|당신을 오랫동안 사랑했어요|누신젠 하우스|모딜리아니|그날|메시어 N.|킬러 & 엔젤|로트렉|미나 타넨바움 
10049113,엘나즈 샤케르도스트,Elnaz Shakerdoost,배우,구름 가운데서
10035172,샤리파 아레이샤,Sharifah Aleysha,배우,개종
10035170,샤리파 아마니,Sharifah Amani,배우,개종|사랑|불안|째진 눈
10015863,로니트 엘카베츠,Ronit Elkabetz,배우,7일장|밴드 비지트 - 어느 악단의 조용한 방문|오르|늦은 결혼
10071836,척옥무,Yuwu Qi,배우,12 연화|881
10054019,유진 도밍고,Eugene Domingo,배우,100|입양아|피사이|디 럭키 원스!
10027909,밀렌 디존,Mylene Dizon,배우,100
10013249,드미트리 쿠바소프,Dmitry Kubasov,배우,호수
10045496,애니 타운젠드,Annie Townsend,배우,헬렌
10064955,젬마 아터튼,Gemma Arterton,배우,킹스맨: 퍼스트 에이전트|사랑의 역사|멜라니: 인류의 마지막 희망인 소녀|아름다운 날들|더 보이스|마담 보바리|히든 카드|송 포 유|헨젤과 그레텔: 마녀 사냥꾼 3D|페르시아의 왕자: 시간의 모래|타이탄|앨리스 크리드의 실종
10061177,저스틴 팀버레이크,Justin Timberlake,배우,트롤: 밴드 투게더|트롤: 월드 투어|원더 휠|트롤|인사이드 르윈 |히든 카드|내 인생의 마지막 변화구 |인 타임|프렌즈 위드 베네핏|소셜 네트워크|요기 베어|오픈 로드|알파독|사무엘 잭슨의 블랙 스네이크
20177963,오베드 발로이,Obed Baloi,배우,트리옴프
20177962,팜 앤드류스,Pam Andrews,배우,트리옴프
10021307,마누엘라 마텔리,Manuela Martelli,배우,좋은 인생|하트 라디오 쇼|마추카
10046305,아린네 쿠펜헤임,Aline Kuppenheim,배우,판타스틱 우먼|좋은 인생
10016243,로렌스 르보프,Laurence Leboeuf,배우,젠의 이야기
10021809,마리나 핸즈,Marina Hands,배우,젠의 이야기|레이디 채털리
10081710,틴셀 코리,Tinsel Korey,배우,어머니와 딸
10029926,밥스 출라,Babs Chula,배우,어머니와 딸
10079480,탄투 카디날,Tantoo Cardinal,배우,어머니와 딸
10059138,야드비가 얀코프스카-키에슬라크,Jadwiga Jankowska-Cieslak,배우,스크래치
10015578,레일라 분야삭,Laila Boonyasak,배우,선생님의 일기|영원: 삼촌의 아내를 사랑하다|포비아|부파 라트리 2: 라트리의 귀환|부파 라트리|주락원
10004663,김성훈,KIM Seong-hun,배우,광식이 동생 광태|태풍태양
10020998,제미마 웨스트,Jemima West,배우,변신 : 어느날 갑자기|섀도우 헌터스: 뼈의 도시
10075525,케빈 지거스,Kevin Zegers,배우,콜로니 : 지구 최후의 날|섀도우 헌터스: 뼈의 도시|완전범죄: 키드냅|뱀파이어|피프티 데드 멘 워킹|노말|보이 걸 씽|트랜스아메리카|할로우|피어 오브 더 다크|재키는 MVP|에어 버드 2|에어버드 
10024032,마크 그린필드,Mark Greenfield,배우,라스베가스의 꿈
10041529,아드리안 티티에니,Adrian Titieni,배우,"아나, 내사랑|엘리자의 내일|앙겔레스쿠 가족|기묘한 피크닉"
10080904,톰 버지,Tom Budge,배우,$9.99
10025577,무스타파 나다레빅,Mustafa Nadarevic,배우,타인의 아들|이드리즈의 집|퍼펙트 서클
10028058,바론 게이슬러,Baron Geisler,배우,이웃을 탐하지 말라|카지노의 여자|제이
10076417,코코 마틴,Coco Martin,배우,도살|제이|새총
10063245,예스퍼 크리스텐센,Jesper Christensen,배우,마지막 문장|영원한 순간
10087578,한스 알프레드슨,Hans Alfredson,배우,영원한 순간
20177920,신지환,SHIN Ji-hwan,배우,소년 이야기
10041209,애니타 린다,Anita Linda,배우,아델라
10067815,존 말코비치,John Malkovich,배우,새비지 맨|셰터드|서바이벌리스트|레드 아워|에이바|크라임 보스|신들의 분노|마일22|스파이 게임|딥워터 호라이즌|마다가스카의 펭귄|컷뱅크|시베리안 에듀케이션|웜 바디스|나폴레옹 토레스전투|레드: 더 레전드|트랜스포머 3|레드|세크리테리엇|드렁크보트|조나 헥스|체인질링|그레이트 벅 하워드|가든스 오브 더 나이트|수치|인 트랜짓|클림트|아트 스쿨 컨피덴셜|리버틴|쟈니 잉글리쉬|토킹 픽처|리플리스 게임|댄서 업스테어즈|뱀파이어의 그림자|존 말코비치 되기|쟌다르크|RKO 281|잃어버린 시간을 찾아서|아이언 마스크 |콘에어 |여인의 초상|존 말코비치의 25시|구름 저편에 |메리 라일리 |사선에서|그림자와 안개|오브 마이스 앤 맨|오브젝 오브 뷰티|마지막 사랑|위험한 관계 |세일즈맨의 죽음|킬링필드 
10039184,스티브 제이콥스,Steve Jacobs,배우,수치|어느 스페인 여인의 이민사|파이어트랩
10060099,장달명,Tat-Ming Cheung,배우,사랑의 연대기|역고력고대대팽|인재강호|용감위 2 : 지황모낭낭니|너는 찍고 나는 쏘고|썸머 드림|Q기연인|자종타래요
10002094,구금당,Stephen Au,배우,사랑의 연대기
10087346,하화초,Tony Ho,배우,옥보단 3D|사랑의 연대기|쌍자|완전한 사육 2007|슬픔을 안고 떠나다|그해 불꽃 놀이는 유난히 화려했다|한시성
10067404,옐레나 모로조바,Yelena Morozova,배우,사랑의 4중주|화성
10019786,리야 아크헤드자코바,Liya Akhedzhakova,배우,사랑의 4중주
10041498,아드리아노 지안니니,Adriano Giannini,배우,엠마|사랑을 위하여|빗속의 산드린|사랑의 결과|스웹트 어웨이|리스본행 노란색 시트로엥
10051095,올드자스 누수프바예프,Oldzhas Nusupbayev,배우,무당의 춤|스키조
10042683,아타폰 티마콘,Attaporn Teemakorn,배우,랑카수카의 여왕|더 레터
10017431,로빈 해쉬,Robin Harsch,배우,또 다른 남자
10079352,타카오카 사키,Saki Takaoka,배우,"눈의 꽃|심야식당|ABC,단편영화|나는 사랑했어"
10046803,잔 해멘넥커,Jan Hammenecker,배우,탱고 위드 미|막스와 보보
10008413,님미 하라스가마,Nimmi Harasgama,배우,하늘에 핀 꽃|8월의 태양
10024941,말리니 폰세카,Malini Fonseka,배우,하늘에 핀 꽃
10030824,베흐루즈 잘릴리,Behrouz Jalili,배우,테헤란의 외로운 선율
10051036,옥산나 모라벡,Oxana Moravec,배우,크로싱 데이트
10050026,오거스트 딜,August Diehl,배우,플랜 A|비독: 파리의 황제|청년 마르크스|디 어드벤처스 오브 헉 핀 |쿠카 씨의 조언|카운터페이터|단지 유령일 뿐|타투
10006812,나디아 카메론 블레이키,Nadia Cameron-Blakey,배우,쿠카 씨의 조언
10037529,파샤 샌다,Fasha Sandha,배우,치착맨 2
10034453,사이풀 아펙,Saiful Apek,배우,치착맨 2
10081955,파리바쉬 나자리에,Parivash Nazarieh,배우,안개 속의 불빛
10082191,아치 알레마니아,Archie Alemania,배우,아기 천사
10086090,피터 프란젠,Peter Franzen,배우,"이스케이프 큐브|화이트 힐|에로 사리넨, 미래를 짓다|퍼지|세 남자|나쁜 자식들|롤리|침묵의 사선"
10080653,토미 에로넌,Tommi Eronen,배우,세 남자|옥전사|어른 만들기
10055271,이리나 비요크룬드,Irina Bjorklund,배우,세 남자|콜로라도 애브뉴|하니 베이비|스왓 리미티드|정사 3|레스트리스|침묵의 사선
20177895,요한 헬덴베르그,Johan Heldenbergh,배우,배틀 오브 레전드|주키퍼스 와이프|브로큰 서클
10079842,테리 콴,Terri Kwan,배우,버튼맨|기인결정아애니|가족상속괴담|고양이를 데려다줘
10035770,가가연,Alice Ke,배우,상견니|유어 러브 송|상견니 대만판 13화|상견니 대만판 12화|먀오먀오
10001415,계륜미,Kwai Lun-Mei,배우,와일드 구스 레이크|해피니스 로드|백일염화|여친남친|어깨 위의 나비|타이페이 카페 스토리|비스트 스토커 2 - <증인> 두 번째 이야기|올 어바웃 우먼|노면주차|말할 수 없는 비밀|경과|남색대문|가장 먼 길
10043957,마리우스 잠폴스키스,Marius Jampolskis,배우,사라진 기억|가일
10008969,닉 조나스,Nick Jonas,배우,카오스 워킹|미드웨이|어글리 돌|한여름 밤의 유혹|조나스 브라더스 콘서트 이야기|캠프 락
10065131,조 조나스,Joe Jonas,배우,조나스 브라더스 콘서트 이야기|캠프 락
10075524,케빈 조나스,Kevin Jonas,배우,조나스 브라더스 콘서트 이야기|캠프 락
10044507,알렉산더 루드윅,Alexander Ludwig,배우,나쁜 녀석들: 라이드 오어 다이|레컨|151경기|윗치 마운틴|싸인 시커: 여섯 개의 빛을 찾아서
10019178,르네 마리아 크리스텐슨,Lene Maria Christensen,배우,블랙메일|잔인한 이웃|오프스크린
10010185,대니 맥브라이드,Danny McBride,배우,앵그리 버드 2: 독수리 왕국의 침공|에이리언: 커버넌트|위험한 유혹|털기 아니면 죽기 : 제한시간 30분|유어 하이니스|듀 데이트|로스트 랜드 : 공룡 왕국|풋 피스트 웨이
10042955,안나 프릴,Anna Friel,배우,해빙 유|트레져 가드|로스트 랜드 : 공룡 왕국|바토리|홀리와 마리나|에버래스팅 피스|선셋 스트립|겜블|랜드 걸즈
20112225,윌 페렐,Will Ferrell,배우,쥬랜더 리턴즈|겟하드|레고 무비|앵커맨: 더 레전드 컨티뉴|알바레즈 형제: 마약왕을 제거하라|더 캠페인|에브리씽 머스트 고|메가마인드|스탠바이 캅|로스트 랜드 : 공룡 왕국|세미-프로|스텝 브라더스|영광의 날|호기심 많은 조지|스트레인저 댄 픽션|텔라데가 나이트 : 리키 바비의 발라드|그녀는 요술쟁이|키킹 앤 스크리밍|윈터 패싱|엘프|멜린다와 멜린다|앵커맨|올드 스쿨|수퍼스타|록스베리 나이트
20177840,요한 폰 뷜로,Johann von Bulow,배우,내 안의 이방인
10037758,수잔느 볼프,Susanne Wolff,배우,엘리자벳과 나|블러디 마리|내 안의 이방인
10089376,홉 데이비스,Hope Davis,배우,애스터로이드 시티|호밀밭의 반항아|하숙인|더 나인스|혹스: 욕망의 법칙|웨더 맨|아메리칸 스플렌더|시크릿 라이브즈 오브 덴티스츠|멈포드|넥스트 스톱 원더랜드
10033854,사라 로머,Sarah Roemer,배우,하치 이야기|파이어드 업!|디스터비아
10056479,이안 맥쉐인,Ian McShane,배우,존 윅 4|존 윅 3: 파라벨룸|헬보이|존 윅 - 리로드|허큘리스|캐리비안의 해적: 낯선 조류|케이스 39|44 인치 가슴|싸인 시커: 여섯 개의 빛을 찾아서|핫 라드|섹시 비스트
10065631,조델 펄란드,Jodelle Ferland,배우,톨 맨|알래스카 대지진|케이스 39|타이드랜드
10019207,르네 젤위거,Renee Zellweger,배우,"주디|브리짓 존스의 베이비|마이 러브송|마이 원 앤 온리|몬스터 vs 에이리언|미쓰 루시힐|케이스 39|아팔루사|레더헤즈|꿀벌대소동|미스 포터|신데렐라맨|브리짓 존스의 일기2 : 열정과 애정|콜드 마운틴|다운 위드 러브|화이트 올랜더|시카고|브리짓 존스의 일기|너스 베티|미, 마이셀프 앤드 아이린|청혼|루비보다 값진 것|원 트루 씽|제리 맥과이어|러브 앤 에이 45 |텍사스 전기톱 학살 4"
10063321,제시카 루카스,Jessica Lucas,배우,"폼페이: 최후의 날|이블 데드|빅 마마 하우스 : 라이크 파더, 라이크 선|어뮤즈먼트"
10016008,로라 브렉켄릿지,Laura Breckenridge,배우,어뮤즈먼트
10074897,캐서린 윈닉,Katheryn Winnick,배우,지오스톰|아트 오브 더 스틸|추즈|어뮤즈먼트|키스 미 어게인|헬레이저 8 : 헬월드|페이블드
10062514,제나 해리슨,Jenna Harrison,배우,어게인스트 더 다크|톰과 제시카
10079017,타노아이 리드,Tanoai Reed,배우,어게인스트 더 다크
10039453,스티븐 시걸,Steven Seagal,배우,블러드 킬|스티븐 시걸의 제네럴 커맨더|스티븐 시걸의 테이큰 파이널|세일즈맨의 전설|퍼펙트 웨폰|스나이퍼: 특수작전부대|코드 오브 아너|엔드 오브 어 건|아시안 커넥션|컨트랙트 투 킬|퍼펙트 킬러|스티븐시걸의 굿맨|퍼펙트 킬러: 킬러 인 더 다크|F.O.E.: 에프.오.이.|스티븐 시걸의 살인면허|스티븐 시걸의 작전명 고스트|스티븐 시걸의 비밀요원|스티븐 시걸의 CIA|스티븐 시걸의 비밀경찰|스티븐 시걸의 리벤지|맥시멈 컨빅션|다크 리벤지|데들리 크로싱|스트리트 워|브라더후드|시티워|마셰티|스티븐 시걸의 더 키퍼|위험한 남자|어게인스트 더 다크|킬 스위치|피스톨 휩트|블랙 스텔스|어반 저스티스|쉐도우맨|정의의 용병|어택 포스|인투 더 썬|서브머지드|포리너 2 : 암흑의 새벽|스티븐 시걸의 함정|클레멘타인|아웃 오브 리치|벨리 오브 비스트|포리너|아웃 포 킬|하프 패스트 데드|씨커|엑시트 운즈|패트리어트|화이어 다운 |글리머 맨 |화이널 디씨전 |언더 씨즈 2 |스티븐 시갈의 죽음의 땅 |언더씨즈|언더 씨즈|죽음의 표적|트루 저스티스
10069802,지나 홀든,Gina Holden,배우,슬리핑 위드 마이 스튜던트|타임트랩 워|추수감사절 구하기|스크리머스 : 더 헌팅
10011800,데이빗 모스코,David Moscow,배우,베이컨시 2 : 퍼스트 컷|러빙 제제벨
10041007,아그네스 브루크너,Agnes Bruckner,배우,아메리칸 시티즌|브레이킹 더 걸|살인이론|베이컨시 2 : 퍼스트 컷|블러드 앤 초콜렛 |악령의 숲|드림랜드|베놈|스테이트사이드|릭|블루 카
10041325,아담 샌들러,Adam Sandler,배우,"몬스터 호텔 3|몬스터 호텔 2|픽셀|코블러|멘, 우먼 & 칠드런|블렌디드|그로운 업스 2 |댓츠 마이 보이|몬스터 호텔|잭 앤 질 |마이 프리텐드 와이프 |그로운업스|퍼니 피플|베드타임 스토리|조한|척 앤 래리|레인 오버 미|클릭|롱기스트 야드|스팽글리쉬|첫키스만 50번째|성질 죽이기|펀치 드렁크 러브|미스터 디즈|리틀 니키|빅대디|워터보이|웨딩 싱어 "
10065081,조 스튜어드슨,Joe Stewardson,배우,화니 피플 |마이웨이
10047810,에디 레드메인,Eddie Redmayne,배우,"그 남자, 좋은 간호사|신비한 동물들과 덤블도어의 비밀|트라이얼 오브 더 시카고 7|에어로너츠|신비한 동물들과 그린델왈드의 범죄|얼리맨|신비한 동물사전|대니쉬 걸|사랑에 대한 모든 것|마릴린 먼로와 함께한 일주일|파우더 블루|사랑을 위한 여행|세비지 그레이스"
10060900,잭 블랙,Jack Black,배우,쿵푸팬더4|슈퍼 마리오 브라더스|쥬만지: 넥스트 레벨|돈 워리|구스범스: 몬스터의 역습|벽 속에 숨은 마법시계|쥬만지: 새로운 세계|쿵푸팬더3|구스범스|디 트레인|버니|쿵푸팬더 2|빅 이어|걸리버 여행기|서기 1년|비카인드 리와인드|쿵푸 팬더|마고 앳 더 웨딩|나쵸 리브레|터네이셔스 D|킹콩|엔비|스쿨 오브 락|오렌지 카운티|내겐 너무 가벼운 그녀|사랑도 리콜이 되나요?|크로스월드|데드맨 워킹 |워터 월드 |밥 로버츠
10042757,야라 샤히디,Yara Shahidi,배우,운명의 하루|행복한 상상|피터팬 & 웬디
10047818,에디 머피,Eddie Murphy,배우,어 사우전드 워즈|타워 하이스트|슈렉 포에버|행복한 상상|데이브 속 데이브|나이스 가이 노빗|드림걸즈|슈렉2|헌티드 맨션|대디 데이 케어|아이 스파이|플루토 내쉬|쇼타임|닥터 두리틀 2|슈렉|너티 프로페서 2|보우핑거|라이프|닥터 두리틀 |홀리 맨|메트로 |너티 프로페서|비버리힐스 캅 3 |제이제이|에디머피의 부메랑|48시간 2|비버리힐스 캅 2|비버리힐스 캅
10044999,알리 라터,Ali Larter,배우,레지던트 이블: 파멸의 날|옵세스드|크레이지|쓰리 웨이|데스티네이션 2|파이브 건스|데스티네이션
10055199,이드리스 엘바,Idris Elba,배우,3000년의 기다림|비스트|수퍼 소닉2|더 하더 데이 폴|더 수어사이드 스쿼드|캣츠|분노의 질주: 홉스&쇼|몰리스 게임|토르: 라그나로크|다크타워: 희망의 탑|우리 사이의 거대한 산|바스티유 데이|스타트렉 비욘드|더 건맨 : 테이큰 감독 뉴프로젝트|정글북|더 건맨|노 굿 디드|토르: 다크 월드|퍼시픽 림|만델라: 자유를 향한 머나먼 여정|프로메테우스|고스트 라이더 : 복수의 화신|옵세스드|디스 크리스마스|아버지의 작은 소녀들|4월의 어느 날
10033021,비욘세 놀즈,Beyonce Knowles,배우,무파사: 라이온 킹|라이온 킹|에픽 : 숲속의 전설 |옵세스드|드림걸즈|파이팅 템테이션|오스틴 파워 : 골드멤버
10077404,크리스탈 알렌,Crystal Allen,배우,아나콘다 4 : 피의 제전|아나콘다 3 : 오프스프링|고스트 스톰
10020994,린제이 던컨,Lindsay Duncan,배우,어메이징 메리|위크엔드 인 파리|라스트패신저|마가렛|롱포드|투스카니의 태양
10017752,로저 애쉬톤 그리피스,Roger Ashton-Griffiths,배우,마가렛
10017755,로저 알람,Roger Allam,배우,책도둑|앤젤스 셰어: 천사를 위한 위스키|마가렛
10045620,애슐리 쥬드,Ashley Judd,배우,더 웨이 홈|나를 찾아서|돌핀 테일 2|돌핀 테일|미스터 이빨요정|크로싱 오버|버그|컴 얼리 모닝|블랙아웃|드 러블리|하이 크라임|산드라 블록의 행복한 비밀|썸원 라이크 유|노블리|더블 크라임|아이 오브 비홀더|키스 더 걸 |노마 진 앤 마릴린|다크 눈 
10077997,크리스틴 스튜어트,Kristen Stewart,배우,스펜서|제이티 르로이|크리스마스에는 행복이|세버그|언더워터|미녀 삼총사 3 |리지|퍼스널 쇼퍼|카페 소사이어티|이퀄스|월터 교수의 마지막 강의|아메리칸 울트라|스틸 앨리스|클라우즈 오브 실스마리아|캠프 엑스레이|온 더 로드|브레이킹 던 part2|스노우 화이트 앤 더 헌츠맨|브레이킹 던 part1|웰컴 투 마이 하트|이클립스|런어웨이즈|뉴 문|어드벤처랜드|사랑을 위한 여행|트와일라잇|참을 수 없는 사랑|메신져 - 죽은자들의 경고|인 더 랜드 오브 우먼|피어스 피플|캐치 댓 머니|언더토우
10074143,카터 젠킨스,Carter Jenkins,배우,나이트라이트|아르카디아 로스트|다락방의 외계인
10088191,해일리 베넷,Haley Bennett,배우,힐빌리의 노래|땡큐 포 유어 서비스|카인드 오브 머더|걸 온 더 트레인|매그니피센트 7|하드코어 헨리|캠퍼스 어택 크리스티 처결단|아르카디아 로스트|더 홀|소녀괴담 : 17살 여고생의 악몽|아웃로 컨트리
10024332,마크 웨버,Mark Webber,배우,사이보그 아담|미션 13|슈링크|명백한 죄악|굿 라이프|이토록 뜨거운 순간|윈터 살스티스|밤 더 시스템|스노우 데이|화이트보이스
10010081,달라스 로버츠,Dallas Roberts,배우,리버 와이|슈링크|세상 끝의 집
